IMG,TROOP,STATION,DATE,"LOCATION","e_relation","e_cross_street",Town,county,VEHICLES STOPPED,FAULTY EQUIPMENT,W/O DRIVERS LICENSE,W/O REG CARD,TRAFFIC VIOLATION,WARNING NOTICES,verbal warnings,CITATIONS,CITATIONS/SECTION,1115,1301,1301a,1311,1332,1334,1336,1371,1372,1501,1501,1502,1504a,1505,1510,1511,1511a,1515,"1543",1543A,1543b,1571,1572,1574,1575,1781,1786,3102,3111,3112,3309,3310,3311,3314,3321,3322,3323,3332,3334,3352,3361,3362,3525,3709,3714,3715,3718,3736,3746,3802,3809,4107,4301,4303,4307,4523,4524,4525,4533,4536,4581,4581A,4582,4701,4702,4703,4703A,4706,4729,4730,4882,4903,4905,4925,4942,6308,6502,7101,7711,8306,NOTES
3885,G,Philipsburg 2380,1/24/2012,9th street,,,Rush Township,Centre County,40,0,2,0,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,`,,,,,,,,,,,,,,
3886,G,Philipsburg 2380,3/21/2012,SR 504,,,Rush Township,Centre County,100,0,0,0,0,0,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3887,G,Philipsburg 2380,2/29/2012,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,G,Philipsburg 2380,4/17/2012,S Eagle Valley Road,,,just norht of Port Matilda Borough,Worth Township,50,0,2,6,0,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,G,Philipsburg 2380,5/15/2012,9th street,,,Rush Township,Centre County,60,0,2,7,0,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,G,Philipsburg 2380,6/24/2012,SR 504,,,Rush Township,Centre County,40,0,3,2,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,G,Philipsburg 2380,7/31/2012,9th street,,,Rush Township,Centre County,75,0,0,2,0,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,G,Philipsburg 2380,9/17/2012,9th street,,,Rush Township,Centre County,80,1,0,1,12,14,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3893,R,Dunmore,1/11/2011,SR 348 at Golf Club Road,,,Jefferson Township,Lackawanna County,42,0,1,2,0,8,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,R,Dunmore,2/24/2011,Meredith Street and SR 6 (Casy Hwy),,,Carbondale Township,Lackawanna County,67,1,2,1,1,16,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
3896,R,Dunmore,3/25/2011,Meredith Street and SR 6 (Casy Hwy),,,Carbondale Township,Lackawanna County,47,0,1,2,1,17,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3897,R,Dunmore,4/25/2011,Fleetville Corners,,,Benton Township,Lackawanna County,52,1,0,0,0,9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3899,R,Dunmore,5/16/2011,SR 171 at the Quarry,,,Fell Township,Lackawanna County,72,2,0,1,2,18,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3900,R,Dunmore,5/20/2011,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,100,34,3,0,0,37,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
3901,R,Dunmore,5/26/2011,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,127,16,1,1,0,18,,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3902,R,Dunmore,6/8/2011,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,100,19,5,1,3,25,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,R,Dunmore,6/10/2011,SR 171 at the Quarry,,,Fell Township,Lackawanna County,91,0,1,2,0,13,,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,R,Dunmore,7/26/2011,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3905,R,Dunmore,8/31/2011,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,R,Dunmore,9/24/2011,SR 6 EB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,127,2,2,1,52,57,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3907,R,Dunmore,10/6/2011,SR407 at SR 107,,,Benton Township,Lackawanna County,72,0,3,0,0,23,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3908,R,Dunmore,11/12/2011,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,100,36,3,1,2,42,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3909,R,Dunmore,11/25/2011,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,125,28,4,0,0,32,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
3910,R,Dunmore,12/3/2011,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,100,23,4,1,0,28,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,R,Dunmore,1/31/2012,Exit 6 of Casey Highway,,,Carbondale Township,Lackawanna County,48,2,1,1,0,20,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3912,R,Dunmore,2/1/2012,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3913,R,Dunmore,3/18/2012,SR 407 at Lackawanna State Park,,,Benton Township,Lackawanna County,63,3,1,2,2,14,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3914,R,Dunmore,4/1/2012,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3915,R,Dunmore,5/18/2012,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,100,27,3,5,0,35,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3916,R,Dunmore,6/6/2012,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,100,22,3,5,0,30,,4,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3917,R,Dunmore,7/1/2012,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3918,R,Dunmore,8/25/2012,Main Street at Morse Ave,,,"Borough of Simpson, Fell Township",Lackawanna County,78,1,0,1,1,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
3919,R,Dunmore,11/17/2012,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,100,2,3,5,31,35,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3920,R,Dunmore,11/29/2012,SR 6 WB Exit # 3 off-ramp and SR 247,,,Jessup Boro,Lackawanna County,106,8,2,2,10,22,,6,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,,,,,,,,,,,,,,,
3921,R,Honesdale,1/24/2011,SR 3028 (Owego Tpk) at SR 8003 (Intervale Road,,,Cherry Ridge Township,Wayne County,39,0,0,0,1,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3922,R,Honesdale,1/31/2012,Avoy Road at Golf Park Road,,,Lake Township,Wayne County,55,2,2,0,0,9,,6,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3923,R,Honesdale,2/24/2011,SR 3028 (Owego Tpk) at SR 8003 (Intervale Road,,,Cherry Ridge Township,Wayne County,34,2,1,1,0,11,,4,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
3924,R,Honesdale,3/29/2011,SR 3028 (Owego Tpk) at SR 8003 (Intervale Road,,,Cherry Ridge Township,Wayne County,41,0,0,2,0,5,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,R,Honesdale,4/27/2011,SR 3028 (Owego Tpk) at SR 8003 (Intervale Road,,,Cherry Ridge Township,Wayne County,52,1,1,2,0,8,,4,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3926,R,Honesdale,5/25/2011,SR 3028 (Owego Tpk) at SR 8003 (Intervale Road,,,Cherry Ridge Township,Wayne County,65,1,3,1,2,20,,9,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
3927,R,Honesdale,6/26/2011,SR 6 (Fair Ave),,,Honesdale Borough,Wayne County,105,0,1,0,0,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"honesdale boro pd contacted however was unable to provide manpower for joint effort. ""Numerous vehicles were encountered which had just dropped off their children at Camp CAYUGA."
3928,R,Honesdale,7/27/2011,SR 652 at Milanville Road,,,Berlin Township,Wayne County,54,0,0,0,0,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,
3929,R,Honesdale,8/25/2011,SR 3028 (Owego Tpk) at SR 8003 (Intervale Road,,,Cherry Ridge Township,Wayne County,57,1,1,1,0,8,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3930,R,Honesdale,9/23/2011,SR 5 ,,,hawley Borough,Wayne County,150,0,0,0,0,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3931,R,Honesdale,10/11/2011,Avoy Road at Golf Park Road,,,Lake Township,Wayne County,60,0,0,0,0,7,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,inconsistency citations and stop data
3932,R,Honesdale,11/18/2011,Jct SR 6 & SR 652,,,Texas Township,Wayne County,65,2,0,2,0,12,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3933,R,Honesdale,12/20/2011,Jct SR 6 & SR 652,,,Texas Township,Wayne County,80,1,0,1,0,18,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3934,R,Honesdale,1/31/2012,Avoy Road at Golf Park Road,,,Lake Township,Wayne County,55,2,2,0,0,9,,6,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3935,R,Honesdale,2/24/2012,SR 3028 at Intervale Road,,,Cherry Ridge Township,Wayne County,40,3,0,1,0,8,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3936,R,Honesdale,3/26/2012,SR 6/652,,,Texas Township,Wayne County,85,1,0,1,0,11,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,
3937,R,Honesdale,4/25/2012,SR 652 at Milanville Road,,,Berlin Township,,77,1,0,2,0,12,,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3938,R,Honesdale,5/20/2012,sr 6 at Belmont Street,,,Canaan Township,Wayne County,114,4,2,4,0,22,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
3939,R,Honesdale,6/5/2012,"Honesdale High School, Ridge Street",,,Honesdale Borough,Wayne County,124,1,3,,0,124,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
3940,R,Honesdale,7/31/2012,SR 196 ,,,Lake Township,Wayne County,46,1,2,1,0,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,
3941,R,Honesdale,8/23/2012,Avoy Road at Golf Park Road,,,Lake Township,Wayne County,46,3,1,0,0,5,,7,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,
3942,R,Honesdale,9/17/2012,sr 6 at Belmont Street,,,Canaan Township,Wayne County,42,0,1,3,4,3,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3943,R,Honesdale,10/23/2012,main street,,,hawley Borough,,23,1,0,0,0,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3944,R,Honesdale,11/14/2012,erie street and brown street,,,,,38,1,0,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,
3945,R,Honesdale,11/23/2012,Jct SR 6 & SR 652,,,Texas Township,Wayne County,65,12,0,1,0,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3946,R,Blooming Grove,1/27/2011,SR 209 at the SR 206 to New Jersey Bridge,,,Milford Township,Pike County,162,0,0,0,0,27,,6,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,inconsistent?
3947,R,Blooming Grove,2/7/2011,sr 6 and sr 434,,,blooming Grove Township,Pike County,112,0,0,0,0,15,,6,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3948,R,Blooming Grove,3/1/2011,PA 402 at SR 2003,,,Porter Township,Pike County,62,0,0,0,0,7,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,inconsistent.
3949,R,Blooming Grove,3/29/2011,SR 209 and SR 0006,,,Milford Township,Pike County,435,0,0,0,0,47,,12,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
3950,R,Blooming Grove,4/18/2011,SR 507 at SR 6 ,,,Palmyra Township,Pike County,120,0,0,0,0,25,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3951,R,Blooming Grove,5/25/2011,SR 402 at SR 84,,,blooming Grove Township,Pike County,75,0,0,0,0,20,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3952,R,Blooming Grove,6/15/2011,SR 2001 and Pine Ridge Drive,,,Lehman Township,Pike County,115,0,0,0,0,27,,12,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
3953,R,Blooming Grove,7/20/2011,sr 206 / sr 209,,,Milford Township,Pike County,237,0,0,0,0,44,,15,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
3954,R,Blooming Grove,8/30/2011,SR 402 and 184,,,blooming Grove Township,Pike County,87,0,0,0,0,23,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
3955,R,Blooming Grove,9/19/2011,SR 209 and SR 206,,,Milford Township,Pike County,278,0,0,0,0,35,,11,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,,,,
3956,R,Blooming Grove,10/20/2011,SR  6 and SR 507,,,blooming Grove Township,Pike County,145,0,0,0,0,22,,7,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,
3957,R,Blooming Grove,1/11/2012,SR 84,,,,Pike County,20,0,1,0,13,6,,13,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,7,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,** All vehicles speeding and aggressive drivers were stopped by available Patrol personal.
3958,R,Blooming Grove,2/22/2012,SR 590,,,Lakckawaxen Township,Pike County,30,0,2,0,6,16,,6,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
3959,R,Blooming Grove,3/15/2012,Dingman Ferry Bridge,,,,Pike County,30,0,1,2,7,11,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
3960,R,Blooming Grove,6/27/2012,SR 6,,,Palmyra Township,,44,1,3,0,15,10,,18,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,7,,1,,,,,,,,,,1,2,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3961,R,Blooming Grove,7/9/2012,SR 507 at SR 6 ,,,Greene Township,,62,2,3,3,11,10,,19,,,1,,,,,,,,1,,,,,,,,,1,,,,,,1,,1,,7,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3962,R,Blooming Grove,8/28/2012,SR 6,,,Pike County,,15,0,0,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,R,Blooming Grove,9/17/2012,Dingman Ferry Bridge,,,Pike County,,45,0,2,3,13,6,,13,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
3964,R,Blooming Grove,10/27/2012,sr 6,,,Palmyra Township,,42,0,1,2,5,10,,8,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,2,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,R,Gibson,1/31/2011,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,R,Gibson,2/23/2011,SR 374 @ SR 171,,,Herrick Township,Susquehanna County,38,1,1,1,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Location was picked due to increased criminal activity in the area, specifically seasonal residence burglaries. An attempt was made to glean information from residents/motorists."
3967,R,Gibson,3/31/2011,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3968,R,Gibson,4/26/2011,SR 11 ,,,Great Bend Township,Susquehanna County,22,2,1,0,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,R,Gibson,5/10/2011,SR 11 ,,,Great Bend Township,Susquehanna County,14,1,1,1,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3970,R,Gibson,6/20/2011,SR 11 ,,,Great Bend Township,Susquehanna County,22,2,1,3,0,7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3971,R,Gibson,7/29/2011,SR 11 ,,,New Milford Borough,Susquehanna County,25,3,2,2,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,R,Gibson,8/31/2011,SR 11 ,,,New Milford Township,Susquehanna County,13,2,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3973,R,Gibson,9/30/2011,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3974,R,Gibson,10/28/2011,SR 11 ,,,Great Bend Borough,Susquehanna County,68,3,0,2,0,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,
3975,R,Gibson,11/1/2011,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,R,Gibson,1/23/2012,SR 11 ,,,Great Bend Township,Susquehanna County,112,1,1,1,0,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3977,R,Gibson,2/17/2012,SR 171 at the Quarry,,,Forest City,Susquehanna County,65,0,1,1,1,9,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3978,R,Gibson,3/31/2012,n/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,R,Gibson,10/29/2012,CANCELLED - Trail Diner SR 11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
